DateOfReport,ReportID,ProductReference,SupplierName,GarmentType,Material,Weight,ProposedUnitsPerCarton,ProposedFoldingMethod,ProposedLayout,PackagingQuality,Size,Collection
2024-05-31,RPT0237984,PRD00004,SupplierB,Skirt,Polyester,0.25,29.0,Method1,LayoutC,Good,L,Winter
2024-05-31,RPT0279750,PRD00027,SupplierB,Shirt,Silk,0.11,47.0,Method3,LayoutB,Bad,S,Summer
2024-05-31,RPT0292830,PRD00032,SupplierC,Shirt,Denim,0.3,28.0,Method2,LayoutC,Good,S,Summer
2024-05-31,RPT0310837,PRD00025,SupplierC,Dress,Wool,0.72,12.0,Method3,LayoutD,Good,M,Autumn
2024-05-31,RPT0456595,PRD00009,SupplierD,Skirt,Linen,0.23,28.0,Method3,LayoutA,Bad,L,Summer
2024-06-01,RPT0155289,PRD00020,SupplierB,Pants,Cotton,0.34,26.0,Method2,LayoutC,Bad,S,Spring
2024-06-03,RPT0170923,PRD00030,SupplierB,Shirt,Wool,0.26,25.0,Method3,LayoutB,Good,S,Winter
2024-06-03,RPT0210246,PRD00024,SupplierA,Jacket,Cotton,0.73,14.0,Method2,LayoutD,Good,L,Summer
2024-06-03,RPT0347021,PRD00012,SupplierB,Shorts,Wool,0.33,27.0,Method3,LayoutC,Good,XS,Summer
2024-06-04,RPT0007247,PRD00029,SupplierC,Skirt,Wool,0.32,30.0,Method3,LayoutB,Good,S,Summer
2024-06-04,RPT0011513,PRD00016,SupplierB,Shirt,Cotton,0.2,22.0,Method2,LayoutA,Good,L,Spring
2024-06-05,RPT0057468,PRD00024,SupplierC,Jacket,Cotton,0.73,13.0,Method1,LayoutD,Good,L,Summer
2024-06-05,RPT0127703,PRD00014,SupplierB,Pants,Cotton,0.42,28.0,Method2,LayoutC,Good,M,Winter
2024-06-05,RPT0164880,PRD00020,SupplierC,Pants,Cotton,0.34,23.0,Method1,LayoutC,Bad,S,Spring
2024-06-05,RPT0355972,PRD00019,SupplierE,Jacket,Cotton,0.76,10.0,Method2,LayoutD,Good,M,Summer
2024-06-06,RPT0216375,PRD00004,SupplierH,Skirt,Polyester,0.25,28.0,Method1,LayoutB,Good,L,Winter
2024-06-06,RPT0226590,PRD00011,SupplierA,Shirt,Silk,0.15,32.0,Method3,LayoutA,Good,M,Summer
2024-06-06,RPT0420631,PRD00015,SupplierG,Shirt,Polyester,0.12,33.0,Method2,LayoutB,Good,M,Summer
2024-06-07,RPT0000863,PRD00006,SupplierD,Shirt,Silk,0.16,48.0,Method3,LayoutA,Bad,L,Summer
2024-06-07,RPT0085948,PRD00025,SupplierC,Dress,Wool,0.72,18.0,Method3,LayoutC,Good,M,Autumn
2024-06-07,RPT0086641,PRD00004,SupplierA,Skirt,Polyester,0.25,24.0,Method2,LayoutB,Good,L,Winter
2024-06-07,RPT0095076,PRD00012,SupplierB,Shorts,Wool,0.33,22.0,Method3,LayoutB,Good,XS,Summer
2024-06-07,RPT0196442,PRD00031,SupplierC,Skirt,Cotton,0.32,31.0,Method1,LayoutB,Good,L,Summer
2024-06-07,RPT0297240,PRD00003,SupplierA,Sweater,Cotton,0.85,11.0,Method1,LayoutD,Bad,M,Spring
2024-06-07,RPT0371829,PRD00027,SupplierB,Shirt,Silk,0.11,41.0,Method3,LayoutA,Good,S,Summer
2024-06-08,RPT0110824,PRD00013,SupplierA,T-Shirt,Silk,0.1,35.0,Method3,LayoutB,Good,S,Summer
2024-06-08,RPT0261976,PRD00003,SupplierE,Sweater,Cotton,0.85,14.0,Method2,LayoutC,Good,M,Spring
2024-06-08,RPT0325314,PRD00015,SupplierE,Shirt,Polyester,0.12,45.0,Method1,LayoutA,Good,M,Summer
2024-06-08,RPT0469575,PRD00018,SupplierF,Dress,Cotton,0.46,33.0,Method1,LayoutC,Good,XL,Winter
2024-06-09,RPT0223588,PRD00027,SupplierA,Shirt,Silk,0.11,31.0,Method3,LayoutA,Good,S,Summer
2024-06-09,RPT0261401,PRD00020,SupplierA,Pants,Cotton,0.34,23.0,Method2,LayoutC,Good,S,Spring
2024-06-09,RPT0266323,PRD00020,SupplierB,Pants,Cotton,0.34,31.0,Method2,LayoutB,Good,S,Spring
2024-06-09,RPT0408898,PRD00016,SupplierA,Shirt,Cotton,0.2,26.0,Method1,LayoutB,Good,L,Spring
2024-06-10,RPT0105896,PRD00006,SupplierE,Shirt,Silk,0.16,33.0,Method3,LayoutB,Good,L,Summer
2024-06-10,RPT0315299,PRD00026,SupplierB,T-Shirt,Cotton,0.15,32.0,Method1,LayoutA,Good,M,Autumn
2024-06-10,RPT0419064,PRD00015,SupplierB,Shirt,Polyester,0.12,43.0,Method1,LayoutA,Good,M,Summer
2024-06-11,RPT0052923,PRD00033,SupplierF,Shirt,Silk,0.14,41.0,Method3,LayoutB,Bad,L,Winter
2024-06-11,RPT0075908,PRD00023,SupplierA,Pants,Silk,0.28,26.0,Method3,LayoutC,Good,M,Summer
2024-06-11,RPT0125082,PRD00010,SupplierB,Coat,Linen,1.51,4.0,Method2,LayoutE,Good,S,Summer
2024-06-11,RPT0293481,PRD00002,SupplierC,Shorts,Cotton,0.35,28.0,Method2,LayoutB,Good,S,Summer
2024-06-12,RPT0026068,PRD00018,SupplierA,Dress,Cotton,0.46,20.0,Method2,LayoutB,Good,XL,Winter
2024-06-12,RPT0145664,PRD00006,SupplierE,Shirt,Silk,0.16,47.0,Method3,LayoutB,Good,L,Summer
2024-06-12,RPT0240583,PRD00011,SupplierG,Shirt,Silk,0.15,38.0,Method3,LayoutB,Good,M,Summer
2024-06-13,RPT0200357,PRD00031,SupplierA,Skirt,Cotton,0.32,22.0,Method2,LayoutC,Good,L,Summer
2024-06-13,RPT0229018,PRD00013,SupplierD,T-Shirt,Silk,0.1,45.0,Method3,LayoutA,Bad,S,Summer
2024-06-13,RPT0490871,PRD00012,SupplierA,Shorts,Wool,0.33,21.0,Method3,LayoutB,Good,XS,Summer
2024-06-14,RPT0034396,PRD00015,SupplierA,Shirt,Polyester,0.12,45.0,Method1,LayoutA,Good,M,Summer
2024-06-14,RPT0051707,PRD00021,SupplierA,Suit,Cotton,1.11,7.0,Method1,LayoutE,Good,M,Spring
2024-06-14,RPT0109828,PRD00029,SupplierA,Skirt,Wool,0.32,33.0,Method3,LayoutC,Good,S,Summer
2024-06-14,RPT0201936,PRD00013,SupplierA,T-Shirt,Silk,0.1,38.0,Method3,LayoutB,Good,S,Summer
2024-06-14,RPT0214269,PRD00010,SupplierB,Coat,Linen,1.51,7.0,Method3,LayoutD,Good,S,Summer
2024-06-14,RPT0447530,PRD00033,SupplierB,Shirt,Silk,0.14,33.0,Method3,LayoutA,Good,L,Winter
2024-06-15,RPT0108509,PRD00029,SupplierA,Skirt,Wool,0.32,30.0,Method3,LayoutB,Good,S,Summer
2024-06-15,RPT0398163,PRD00030,SupplierD,Shirt,Wool,0.26,24.0,Method3,LayoutC,Good,S,Winter
2024-06-15,RPT0448641,PRD00025,SupplierA,Dress,Wool,0.72,16.0,Method3,LayoutD,Good,M,Autumn
2024-06-16,RPT0011572,PRD00016,SupplierA,Shirt,Cotton,0.2,26.0,Method1,LayoutA,Good,L,Spring
2024-06-16,RPT0078879,PRD00030,SupplierA,Shirt,Wool,0.26,28.0,Method3,LayoutA,Good,S,Winter
2024-06-16,RPT0244021,PRD00032,SupplierB,Shirt,Denim,0.3,29.0,Method2,LayoutB,Bad,S,Summer
2024-06-16,RPT0322251,PRD00033,SupplierA,Shirt,Silk,0.14,33.0,Method3,LayoutB,Good,L,Winter
2024-06-16,RPT0328889,PRD00010,SupplierD,Coat,Linen,1.51,4.0,Method3,LayoutD,Good,S,Summer
2024-06-17,RPT0437120,PRD00021,SupplierA,Suit,Cotton,1.11,5.0,Method1,LayoutE,Bad,M,Spring
2024-06-18,RPT0060311,PRD00028,SupplierB,Dress,Silk,0.37,31.0,Method3,LayoutB,Good,XS,Winter
2024-06-19,RPT0044056,PRD00018,SupplierD,Dress,Cotton,0.46,24.0,Method1,LayoutC,Good,XL,Winter
2024-06-19,RPT0174037,PRD00028,SupplierA,Dress,Silk,0.37,20.0,Method3,LayoutB,Good,XS,Winter
2024-06-19,RPT0239951,PRD00003,SupplierA,Sweater,Cotton,0.85,15.0,Method1,LayoutC,Good,M,Spring
2024-06-20,RPT0058096,PRD00029,SupplierC,Skirt,Wool,0.32,12.0,Method3,LayoutC,Good,S,Summer
2024-06-20,RPT0235074,PRD00013,SupplierC,T-Shirt,Silk,0.1,49.0,Method3,LayoutB,Good,S,Summer
2024-06-20,RPT0476916,PRD00001,SupplierB,Jacket,Cotton,0.84,10.0,Method1,LayoutC,Good,L,Summer
2024-06-21,RPT0115294,PRD00013,SupplierA,T-Shirt,Silk,0.1,40.0,Method3,LayoutA,Good,S,Summer
2024-06-21,RPT0177438,PRD00017,SupplierD,Pants,Cotton,0.37,32.0,Method1,LayoutA,Good,L,Summer
2024-06-21,RPT0485088,PRD00026,SupplierA,T-Shirt,Cotton,0.15,47.0,Method2,LayoutA,Good,M,Autumn
2024-06-21,RPT0489159,PRD00034,SupplierA,Shorts,Silk,0.23,27.0,Method3,LayoutB,Bad,M,Summer
2024-06-22,RPT0214731,PRD00034,SupplierC,Shorts,Silk,0.23,30.0,Method3,LayoutA,Good,M,Summer
2024-06-22,RPT0330755,PRD00016,SupplierF,Shirt,Cotton,0.2,29.0,Method2,LayoutB,Good,L,Spring
2024-06-23,RPT0147446,PRD00032,SupplierA,Shirt,Denim,0.3,33.0,Method2,LayoutC,Good,S,Summer
2024-06-24,RPT0283647,PRD00030,SupplierC,Shirt,Wool,0.26,29.0,Method3,LayoutB,Good,S,Winter
2024-06-24,RPT0476829,PRD00004,SupplierE,Skirt,Polyester,0.25,31.0,Method1,LayoutC,Bad,L,Winter
2024-06-25,RPT0056336,PRD00007,SupplierB,Shirt,Cotton,0.22,28.0,Method2,LayoutA,Good,XL,Winter
2024-06-25,RPT0389414,PRD00003,SupplierE,Sweater,Cotton,0.85,19.0,Method1,LayoutD,Good,M,Spring
2024-06-25,RPT0412859,PRD00017,SupplierA,Pants,Cotton,0.37,23.0,Method2,LayoutC,Good,L,Summer
2024-06-25,RPT0465426,PRD00021,SupplierD,Suit,Cotton,1.11,4.0,Method1,LayoutD,Bad,M,Spring
2024-06-25,RPT0479197,PRD00004,SupplierF,Skirt,Polyester,0.25,29.0,Method2,LayoutC,Bad,L,Winter
2024-06-26,RPT0024059,PRD00001,SupplierD,Jacket,Cotton,0.84,18.0,Method1,LayoutC,Bad,L,Summer
2024-06-26,RPT0037706,PRD00008,SupplierH,T-Shirt,Polyester,0.13,48.0,Method1,LayoutA,Bad,S,Spring
2024-06-26,RPT0096404,PRD00014,SupplierC,Pants,Cotton,0.42,27.0,Method1,LayoutB,Bad,M,Winter
2024-06-27,RPT0034279,PRD00026,SupplierA,T-Shirt,Cotton,0.15,34.0,Method1,LayoutB,Good,M,Autumn
2024-06-27,RPT0047152,PRD00024,SupplierE,Jacket,Cotton,0.73,11.0,Method1,LayoutC,Good,L,Summer
2024-06-27,RPT0268499,PRD00009,SupplierB,Skirt,Linen,0.23,33.0,Method3,LayoutA,Good,L,Summer
2024-06-28,RPT0195228,PRD00026,SupplierB,T-Shirt,Cotton,0.15,31.0,Method1,LayoutA,Good,M,Autumn
2024-06-28,RPT0294249,PRD00022,SupplierA,Shirt,Cotton,0.16,48.0,Method1,LayoutB,Good,M,Autumn
2024-06-28,RPT0363385,PRD00017,SupplierC,Pants,Cotton,0.37,29.0,Method2,LayoutC,Good,L,Summer
2024-06-29,RPT0340684,PRD00002,SupplierA,Shorts,Cotton,0.35,33.0,Method1,LayoutB,Good,S,Summer
2024-06-29,RPT0384748,PRD00005,SupplierF,Shirt,Polyester,0.16,40.0,Method1,LayoutA,Bad,M,Spring
2024-06-30,RPT0095910,PRD00021,SupplierA,Suit,Cotton,1.11,5.0,Method2,LayoutE,Good,M,Spring
2024-06-30,RPT0103046,PRD00028,SupplierG,Dress,Silk,0.37,27.0,Method3,LayoutC,Good,XS,Winter
2024-06-30,RPT0273585,PRD00025,SupplierF,Dress,Wool,0.72,11.0,Method3,LayoutD,Good,M,Autumn
2024-06-30,RPT0472498,PRD00012,SupplierD,Shorts,Wool,0.33,21.0,Method3,LayoutC,Good,XS,Summer
