ProductReference,SupplierName,ProposedLayout,ProposedFoldingMethod,ProposedUnitsPerCarton,ProductName,GarmentType,Material,Size,Collection,Weight
PRD07521,SupplierA,LayoutD,Method1,17.0,Jacket Polyester M,Jacket,Polyester,M,Autumn,0.6
PRD07520,SupplierB,LayoutC,Method1,44.0,Shirt Polyester M,Shirt,Polyester,M,Spring,0.16
PRD07519,SupplierB,LayoutA,Method2,34.0,T-Shirt Denim S,T-Shirt,Denim,S,Spring,0.24
PRD07518,SupplierB,LayoutB,Method2,30.0,Pants Polyester L,Pants,Polyester,L,Autumn,0.32
PRD07517,SupplierA,LayoutB,Method3,23.0,Pants Wool M,Pants,Wool,M,Winter,0.49
PRD07516,SupplierE,LayoutA,Method2,23.0,T-Shirt Denim M,T-Shirt,Denim,M,Autumn,0.21
PRD07515,SupplierE,LayoutC,Method3,28.0,Skirt Wool XS,Skirt,Wool,XS,Summer,0.39
PRD07536,SupplierA,LayoutD,Method3,11.0,Coat Silk S,Coat,Silk,S,Spring,0.82
PRD07535,SupplierD,LayoutA,Method2,30.0,T-Shirt Denim L,T-Shirt,Denim,L,Autumn,0.14
PRD07534,SupplierC,LayoutC,Method3,21.0,Dress Silk M,Dress,Silk,M,Autumn,0.41
PRD07533,SupplierF,LayoutC,Method1,28.0,Pants Polyester XL,Pants,Polyester,XL,Spring,0.38
PRD07532,SupplierC,LayoutA,Method1,44.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.16
PRD07531,SupplierE,LayoutA,Method2,37.0,Shirt Polyester S,Shirt,Polyester,S,Winter,0.18
PRD07530,SupplierF,LayoutB,Method1,34.0,Pants Polyester M,Pants,Polyester,M,Summer,0.35
PRD07529,SupplierD,LayoutB,Method3,0.0,Suit Silk M,Suit,Silk,M,Autumn,0.58
PRD07528,SupplierA,LayoutB,Method3,31.0,Skirt Silk L,Skirt,Silk,L,Spring,0.21
PRD07527,SupplierC,LayoutC,Method3,24.0,Skirt Wool M,Skirt,Wool,M,Summer,0.35
PRD07545,SupplierA,LayoutA,Method2,30.0,Shirt Polyester XS,Shirt,Polyester,XS,Spring,0.13
PRD07544,SupplierE,LayoutE,Method2,9.0,Hoodie Denim M,Hoodie,Denim,M,Autumn,1.16
PRD07543,SupplierC,LayoutC,Method1,29.0,Skirt Polyester M,Skirt,Polyester,M,Spring,0.27
PRD07542,SupplierA,LayoutB,Method2,3.0,Shirt Linen L,Shirt,Linen,L,Summer,0.17
PRD07541,SupplierC,LayoutB,Method2,39.0,Shirt Polyester L,Shirt,Polyester,L,Summer,0.17
PRD07540,SupplierG,LayoutD,Method1,17.0,Jacket Cotton M,Jacket,Cotton,M,Spring,0.8
PRD07539,SupplierE,LayoutE,Method2,8.0,Jacket Denim M,Jacket,Denim,M,Autumn,1.07
PRD07538,SupplierA,LayoutD,Method3,12.0,Jacket Silk M,Jacket,Silk,M,Autumn,0.63
PRD07537,SupplierC,LayoutA,Method2,39.0,T-Shirt Cotton XL,T-Shirt,Cotton,XL,Summer,0.15
PRD07555,SupplierA,LayoutD,Method3,18.0,Suit Silk L,Suit,Silk,L,Autumn,0.73
PRD07554,SupplierE,LayoutC,Method3,13.0,Dress Wool XS,Dress,Wool,XS,Winter,0.59
PRD07553,SupplierF,LayoutD,Method2,6.0,Suit Cotton L,Suit,Cotton,L,Summer,1.12
PRD07552,SupplierG,LayoutC,Method2,16.0,Jacket Cotton S,Jacket,Cotton,S,Summer,0.7
PRD07551,SupplierE,LayoutB,Method1,24.0,Shorts Polyester L,Shorts,Polyester,L,Autumn,0.25
PRD07550,SupplierD,LayoutE,Method2,8.0,Coat Polyester L,Coat,Polyester,L,Winter,1.22
PRD07549,SupplierB,LayoutA,Method3,49.0,T-Shirt Silk M,T-Shirt,Silk,M,Autumn,0.1
PRD07548,SupplierA,LayoutB,Method1,27.0,Pants Polyester M,Pants,Polyester,M,Summer,0.31
PRD07547,SupplierA,LayoutA,Method3,49.0,T-Shirt Linen M,T-Shirt,Linen,M,Spring,0.14
PRD07546,SupplierA,LayoutB,Method3,9999.0,Shirt Wool M,Shirt,Wool,M,Autumn,0.22
PRD07566,SupplierC,LayoutA,Method2,31.0,Blouse Polyester M,Blouse,Polyester,M,Summer,0.22
PRD07565,SupplierB,LayoutC,Method3,14.0,Dress Wool M,Dress,Wool,M,Spring,0.7
PRD07564,SupplierD,LayoutC,Method2,17.0,Sweater Cotton L,Sweater,Cotton,L,Spring,0.75
PRD07563,SupplierB,LayoutB,Method2,41.0,Shirt Polyester L,Shirt,Polyester,L,Winter,0.16
PRD07562,SupplierB,LayoutC,Method2,15.0,Suit Polyester S,Suit,Polyester,S,Winter,0.87
PRD07561,SupplierB,LayoutC,Method1,21.0,Sweater Polyester XS,Sweater,Polyester,XS,Winter,0.42
PRD07560,SupplierB,LayoutA,Method2,26.0,T-Shirt Denim L,T-Shirt,Denim,L,Autumn,0.2
PRD07559,SupplierE,LayoutD,Method3,11.0,Dress Wool M,Dress,Wool,M,Summer,0.6
PRD07558,SupplierA,LayoutB,Method1,18.0,Dress Cotton M,Dress,Cotton,M,Winter,0.55
PRD07557,SupplierB,LayoutB,Method1,42.0,Shirt Cotton L,Shirt,Cotton,L,Autumn,0.19
PRD07556,SupplierA,LayoutC,Method1,16.0,Jacket Cotton S,Jacket,Cotton,S,Spring,0.81
PRD07575,SupplierG,LayoutA,Method2,36.0,Shirt Polyester L,Shirt,Polyester,L,Winter,0.18
PRD07574,SupplierA,LayoutC,Method1,17.0,Sweater Cotton M,Sweater,Cotton,M,Autumn,0.56
PRD07573,SupplierA,LayoutB,Method1,30.0,Shirt Polyester S,Shirt,Polyester,S,Spring,0.15
PRD07572,SupplierA,LayoutC,Method2,28.0,Skirt Denim XS,Skirt,Denim,XS,Spring,0.38
PRD07571,SupplierB,LayoutB,Method3,14.0,Jacket Silk M,Jacket,Silk,M,Winter,0.57
PRD07570,SupplierA,LayoutB,Method2,43.0,Shirt Linen L,Shirt,Linen,L,Winter,0.19
PRD07569,SupplierD,LayoutA,Method2,49.0,T-Shirt Linen M,T-Shirt,Linen,M,Summer,0.17
PRD07568,SupplierD,LayoutB,Method3,30.0,Shirt Silk L,Shirt,Silk,L,Winter,0.14
PRD07567,SupplierE,LayoutB,Method3,21.0,Blouse Wool M,Blouse,Wool,M,Spring,0.3
PRD07586,SupplierB,LayoutE,Method1,7.0,Coat Cotton L,Coat,Cotton,L,Summer,1.54
PRD07585,SupplierA,LayoutC,Method1,20.0,Skirt Cotton M,Skirt,Cotton,M,Autumn,0.28
PRD07584,SupplierB,LayoutB,Method3,24.0,Shirt Wool XL,Shirt,Wool,XL,Summer,0.2
PRD07583,SupplierD,LayoutA,Method2,48.0,Shirt Cotton S,Shirt,Cotton,S,Winter,0.17
PRD07582,SupplierA,LayoutD,Method2,14.0,Jacket Cotton L,Jacket,Cotton,L,Spring,0.84
PRD07581,SupplierA,LayoutE,Method1,5.0,Coat Polyester L,Coat,Polyester,L,Winter,1.23
PRD07580,SupplierF,LayoutD,Method3,6.0,Coat Wool XS,Coat,Wool,XS,Spring,1.66
PRD07579,SupplierA,LayoutC,Method2,22.0,Blouse Cotton M,Blouse,Cotton,M,Spring,0.29
PRD07578,SupplierA,LayoutE,Method2,5.0,Coat Cotton M,Coat,Cotton,M,Autumn,1.48
PRD07577,SupplierC,LayoutB,Method1,23.0,Skirt Cotton XL,Skirt,Cotton,XL,Winter,0.29
PRD07576,SupplierA,LayoutA,Method3,36.0,Shirt Linen S,Shirt,Linen,S,Spring,0.17
PRD07595,SupplierE,LayoutB,Method3,34.0,Shirt Linen L,Shirt,Linen,L,Autumn,0.14
PRD07594,SupplierB,LayoutB,Method2,22.0,Blouse Cotton L,Blouse,Cotton,L,Winter,0.31
PRD07593,SupplierD,LayoutC,Method1,10.0,Sweater Cotton M,Sweater,Cotton,M,Summer,0.64
PRD07592,SupplierB,LayoutA,Method2,32.0,T-Shirt Linen S,T-Shirt,Linen,S,Autumn,0.13
PRD07591,SupplierF,LayoutC,Method1,26.0,Shirt Cotton XL,Shirt,Cotton,XL,Spring,0.2
PRD07590,SupplierB,LayoutB,Method2,36.0,Shirt Polyester L,Shirt,Polyester,L,Winter,0.15
PRD07589,SupplierA,LayoutB,Method2,17.0,Dress Cotton XL,Dress,Cotton,XL,Autumn,0.53
PRD07588,SupplierA,LayoutB,Method2,14.0,Sweater Polyester L,Sweater,Polyester,L,Summer,0.55
PRD07587,SupplierD,LayoutC,Method3,17.0,Jacket Wool L,Jacket,Wool,L,Spring,0.97
PRD07604,SupplierB,LayoutB,Method1,23.0,Blouse Polyester L,Blouse,Polyester,L,Winter,0.2
PRD07603,SupplierG,LayoutC,Method2,24.0,Skirt Cotton S,Skirt,Cotton,S,Summer,0.3
PRD07602,SupplierD,LayoutB,Method3,23.0,Shirt Wool XS,Shirt,Wool,XS,Winter,0.25
PRD07601,SupplierB,LayoutC,Method1,13.0,Suit Cotton S,Suit,Cotton,S,Summer,0.96
PRD07600,SupplierB,LayoutB,Method3,27.0,Pants Linen M,Pants,Linen,M,Spring,0.41
PRD07599,SupplierD,LayoutC,Method2,16.0,Hoodie Linen XL,Hoodie,Linen,XL,Winter,0.82
PRD07598,SupplierC,LayoutB,Method2,12.5,Shirt Cotton L,Shirt,Cotton,L,Spring,0.22
PRD07597,SupplierB,LayoutC,Method1,20.0,Pants Cotton S,Pants,Cotton,S,Summer,0.43
PRD07596,SupplierC,LayoutD,Method3,4.0,Hoodie Wool M,Hoodie,Wool,M,Summer,1.21
PRD07615,SupplierC,LayoutC,Method3,10.0,Pants Wool M,Pants,Wool,M,Winter,0.53
PRD07614,SupplierB,LayoutD,Method1,12.0,Jacket Cotton L,Jacket,Cotton,L,Winter,0.84
PRD07613,SupplierB,LayoutB,Method3,34.0,Blouse Linen M,Blouse,Linen,M,Winter,0.24
PRD07612,SupplierF,LayoutB,Method2,30.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.21
PRD07611,SupplierB,LayoutB,Method1,27.0,Pants Cotton L,Pants,Cotton,L,Spring,0.43
PRD07610,SupplierD,LayoutC,Method1,27.0,Pants Polyester M,Pants,Polyester,M,Autumn,0.34
PRD07609,SupplierG,LayoutC,Method2,3.0,Pants Polyester M,Pants,Polyester,M,Spring,0.41
PRD07608,SupplierF,LayoutD,Method2,17.0,Suit Polyester L,Suit,Polyester,L,Winter,0.93
PRD07607,SupplierE,LayoutA,Method2,39.0,Shirt Cotton M,Shirt,Cotton,M,Winter,0.19
PRD07606,SupplierA,LayoutD,Method2,12.5,Coat Cotton S,Coat,Cotton,S,Summer,1.36
PRD07605,SupplierF,LayoutC,Method2,24.0,Pants Cotton XL,Pants,Cotton,XL,Winter,0.4
PRD07623,SupplierE,LayoutB,Method2,29.0,Shirt Denim S,Shirt,Denim,S,Spring,0.28
PRD07622,SupplierA,LayoutB,Method1,22.0,Skirt Polyester L,Skirt,Polyester,L,Spring,0.23
PRD07621,SupplierB,LayoutB,Method1,34.0,T-Shirt Cotton L,T-Shirt,Cotton,L,Winter,0.14
PRD07620,SupplierB,LayoutC,Method2,12.0,Jacket Cotton M,Jacket,Cotton,M,Winter,0.81
PRD07619,SupplierB,LayoutE,Method2,4.0,Hoodie Denim XS,Hoodie,Denim,XS,Autumn,1.19
PRD07618,SupplierB,LayoutD,Method2,10.0,Sweater Polyester M,Sweater,Polyester,M,Spring,0.72
PRD07617,SupplierE,LayoutC,Method1,27.0,Pants Polyester S,Pants,Polyester,S,Autumn,0.29
PRD07616,SupplierA,LayoutD,Method1,16.0,Jacket Cotton S,Jacket,Cotton,S,Summer,0.92
PRD07634,SupplierC,LayoutD,Method1,15.0,Hoodie Polyester M,Hoodie,Polyester,M,Spring,0.71
PRD07633,SupplierF,LayoutB,Method1,27.0,Pants Polyester XL,Pants,Polyester,XL,Autumn,0.33
PRD07632,SupplierA,LayoutA,Method2,33.0,Skirt Polyester S,Skirt,Polyester,S,Autumn,0.22
PRD07631,SupplierA,LayoutB,Method3,9999.0,Dress Wool S,Dress,Wool,S,Autumn,0.57
PRD07630,SupplierC,LayoutB,Method3,12.5,Sweater Silk M,Sweater,Silk,M,Autumn,0.51
PRD07629,SupplierA,LayoutA,Method1,25.0,Blouse Polyester XS,Blouse,Polyester,XS,Summer,0.2
PRD07628,SupplierA,LayoutB,Method1,10.0,Jacket Polyester L,Jacket,Polyester,L,Summer,0.53
PRD07627,SupplierC,LayoutA,Method2,43.0,Blouse Polyester M,Blouse,Polyester,M,Spring,0.15
PRD07626,SupplierC,LayoutC,Method1,0.0,Suit Polyester M,Suit,Polyester,M,Autumn,0.76
PRD07625,SupplierB,LayoutB,Method2,21.0,Dress Polyester M,Dress,Polyester,M,Summer,0.42
PRD07624,SupplierB,LayoutE,Method2,7.0,Coat Denim M,Coat,Denim,M,Spring,2.07
PRD07645,SupplierA,LayoutB,Method2,28.0,Shirt Denim S,Shirt,Denim,S,Summer,0.29
PRD07644,SupplierD,LayoutC,Method1,24.0,Pants Cotton M,Pants,Cotton,M,Spring,0.44
PRD07643,SupplierA,LayoutC,Method1,19.0,Jacket Cotton L,Jacket,Cotton,L,Summer,0.76
PRD07642,SupplierE,LayoutC,Method2,34.0,Pants Polyester M,Pants,Polyester,M,Winter,0.29
PRD07641,SupplierA,LayoutC,Method1,19.0,Dress Cotton M,Dress,Cotton,M,Summer,0.57
PRD07640,SupplierB,LayoutA,Method3,40.0,Shirt Linen L,Shirt,Linen,L,Autumn,0.19
PRD07639,SupplierB,LayoutB,Method2,44.0,Shirt Polyester L,Shirt,Polyester,L,Summer,0.14
PRD07638,SupplierD,LayoutD,Method1,7.0,Suit Cotton S,Suit,Cotton,S,Summer,1.09
PRD07637,SupplierA,LayoutB,Method1,26.0,Pants Cotton XS,Pants,Cotton,XS,Winter,0.37
PRD07636,SupplierA,LayoutA,Method2,49.0,Shirt Polyester L,Shirt,Polyester,L,Autumn,0.13
PRD07635,SupplierB,LayoutD,Method1,11.0,Suit Polyester M,Suit,Polyester,M,Spring,0.76
PRD07654,SupplierE,LayoutB,Method2,38.0,T-Shirt Linen L,T-Shirt,Linen,L,Summer,0.13
PRD07653,SupplierC,LayoutB,Method2,37.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.17
PRD07652,SupplierA,LayoutB,Method2,46.0,Shirt Cotton S,Shirt,Cotton,S,Summer,0.18
PRD07651,SupplierA,LayoutA,Method1,20.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.22
PRD07650,SupplierA,LayoutC,Method2,29.0,Skirt Denim L,Skirt,Denim,L,Autumn,0.41
PRD07649,SupplierB,LayoutC,Method1,25.0,Pants Cotton M,Pants,Cotton,M,Summer,0.42
PRD07648,SupplierB,LayoutB,Method3,12.0,Pants Wool S,Pants,Wool,S,Summer,0.54
PRD07647,SupplierH,LayoutB,Method2,25.0,Dress Cotton M,Dress,Cotton,M,Spring,0.42
PRD07646,SupplierF,LayoutD,Method3,18.0,Coat Silk M,Coat,Silk,M,Winter,0.98
PRD07665,SupplierE,LayoutD,Method3,8.0,Jacket Wool S,Jacket,Wool,S,Spring,1.02
PRD07664,SupplierB,LayoutC,Method2,13.0,Dress Denim S,Dress,Denim,S,Winter,0.68
PRD07663,SupplierB,LayoutB,Method2,41.0,T-Shirt Denim M,T-Shirt,Denim,M,Summer,0.19
PRD07662,SupplierC,LayoutD,Method1,18.0,Suit Polyester L,Suit,Polyester,L,Winter,0.75
PRD07661,SupplierF,LayoutB,Method2,42.0,Shirt Polyester M,Shirt,Polyester,M,Winter,0.17
PRD07660,SupplierB,LayoutD,Method3,17.0,Suit Silk M,Suit,Silk,M,Autumn,0.72
PRD07659,SupplierB,LayoutC,Method1,17.0,Dress Cotton XL,Dress,Cotton,XL,Spring,0.51
PRD07658,SupplierA,LayoutC,Method3,15.0,Suit Silk S,Suit,Silk,S,Winter,0.74
PRD07657,SupplierF,LayoutE,Method1,6.0,Coat Cotton M,Coat,Cotton,M,Summer,1.65
PRD07656,SupplierB,LayoutC,Method3,14.0,Sweater Wool S,Sweater,Wool,S,Spring,0.91
PRD07655,SupplierH,LayoutD,Method1,16.0,Sweater Cotton S,Sweater,Cotton,S,Spring,0.74
PRD07678,SupplierB,LayoutB,Method2,32.0,Shorts Cotton M,Shorts,Cotton,M,Spring,0.32
PRD07677,SupplierB,LayoutD,Method3,12.0,Sweater Wool S,Sweater,Wool,S,Spring,0.89
PRD07676,SupplierC,LayoutB,Method2,31.0,Skirt Polyester S,Skirt,Polyester,S,Winter,0.24
PRD07675,SupplierB,LayoutB,Method1,20.0,Dress Polyester XL,Dress,Polyester,XL,Spring,0.41
PRD07674,SupplierB,LayoutB,Method2,27.0,Dress Cotton L,Dress,Cotton,L,Spring,0.41
PRD07673,SupplierC,LayoutC,Method3,33.0,Blouse Wool L,Blouse,Wool,L,Winter,0.26
PRD07672,SupplierA,LayoutC,Method3,32.0,Skirt Wool L,Skirt,Wool,L,Winter,0.35
PRD07671,SupplierA,LayoutC,Method1,17.0,Sweater Cotton L,Sweater,Cotton,L,Spring,0.67
PRD07670,SupplierB,LayoutC,Method1,28.0,Pants Polyester S,Pants,Polyester,S,Spring,0.3
PRD07669,SupplierA,LayoutB,Method2,30.0,Blouse Polyester S,Blouse,Polyester,S,Summer,0.17
PRD07668,SupplierB,LayoutE,Method2,6.0,Coat Polyester M,Coat,Polyester,M,Winter,1.0
PRD07667,SupplierA,LayoutD,Method2,14.0,Suit Polyester S,Suit,Polyester,S,Autumn,0.71
PRD07666,SupplierA,LayoutB,Method2,22.0,Pants Cotton L,Pants,Cotton,L,Spring,0.37
PRD07688,SupplierA,LayoutC,Method3,28.0,Pants Silk M,Pants,Silk,M,Winter,0.27
PRD07687,SupplierB,LayoutD,Method1,17.0,Sweater Cotton L,Sweater,Cotton,L,Spring,0.77
PRD07686,SupplierC,LayoutD,Method2,13.0,Sweater Denim XS,Sweater,Denim,XS,Winter,0.93
PRD07685,SupplierB,LayoutB,Method2,32.0,Shirt Polyester M,Shirt,Polyester,M,Winter,0.15
PRD07684,SupplierH,LayoutC,Method1,11.0,Dress Cotton XL,Dress,Cotton,XL,Winter,0.54
PRD07683,SupplierF,LayoutE,Method3,6.0,Suit Wool M,Suit,Wool,M,Spring,1.12
PRD07682,SupplierF,LayoutC,Method2,19.0,Dress Linen S,Dress,Linen,S,Autumn,0.51
PRD07681,SupplierC,LayoutC,Method2,32.0,Shorts Polyester S,Shorts,Polyester,S,Summer,0.26
PRD07680,SupplierE,LayoutB,Method2,24.0,Shirt Cotton M,Shirt,Cotton,M,Winter,0.2
PRD07679,SupplierF,LayoutB,Method1,30.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.17
PRD07698,SupplierA,LayoutD,Method2,6.0,Coat Linen L,Coat,Linen,L,Winter,1.25
PRD07697,SupplierA,LayoutD,Method1,11.0,Jacket Cotton XL,Jacket,Cotton,XL,Spring,0.73
PRD07696,SupplierC,LayoutE,Method2,5.0,Coat Polyester S,Coat,Polyester,S,Summer,1.08
PRD07695,SupplierC,LayoutB,Method2,29.0,Shorts Cotton M,Shorts,Cotton,M,Winter,0.28
PRD07694,SupplierA,LayoutC,Method1,20.0,Skirt Cotton M,Skirt,Cotton,M,Summer,0.32
PRD07693,SupplierD,LayoutB,Method3,22.0,Pants Silk M,Pants,Silk,M,Winter,0.31
PRD07692,SupplierD,LayoutB,Method2,22.0,Blouse Cotton L,Blouse,Cotton,L,Spring,0.22
PRD07691,SupplierA,LayoutB,Method2,43.0,Shirt Cotton L,Shirt,Cotton,L,Summer,0.18
PRD07690,SupplierB,LayoutA,Method3,37.0,T-Shirt Linen M,T-Shirt,Linen,M,Autumn,0.13
PRD07689,SupplierC,LayoutC,Method3,26.0,Pants Wool S,Pants,Wool,S,Winter,0.43
PRD07710,SupplierB,LayoutA,Method1,44.0,T-Shirt Cotton XS,T-Shirt,Cotton,XS,Winter,0.16
PRD07709,SupplierG,LayoutB,Method3,32.0,Skirt Silk M,Skirt,Silk,M,Summer,0.21
PRD07708,SupplierD,LayoutB,Method2,16.0,Sweater Cotton L,Sweater,Cotton,L,Autumn,0.55
PRD07707,SupplierC,LayoutB,Method3,30.0,Skirt Wool S,Skirt,Wool,S,Winter,0.32
PRD07706,SupplierA,LayoutB,Method2,31.0,Shirt Denim M,Shirt,Denim,M,Winter,0.26
PRD07705,SupplierA,LayoutB,Method1,46.0,Shirt Polyester L,Shirt,Polyester,L,Autumn,0.13
PRD07704,SupplierE,LayoutC,Method3,16.0,Jacket Linen S,Jacket,Linen,S,Spring,0.79
PRD07703,SupplierB,LayoutC,Method1,16.0,Suit Cotton L,Suit,Cotton,L,Summer,0.94
PRD07702,SupplierA,LayoutD,Method2,9999.0,Sweater Cotton XL,Sweater,Cotton,XL,Winter,0.7
PRD07701,SupplierA,LayoutD,Method3,10.0,Hoodie Linen M,Hoodie,Linen,M,Winter,0.98
PRD07700,SupplierB,LayoutC,Method3,22.0,Pants Silk L,Pants,Silk,L,Winter,0.28
PRD07699,SupplierB,LayoutC,Method1,30.0,Pants Polyester XS,Pants,Polyester,XS,Summer,0.36
PRD07724,SupplierA,LayoutB,Method2,19.0,Sweater Linen M,Sweater,Linen,M,Winter,0.54
PRD07723,SupplierE,LayoutB,Method1,22.0,Shirt Cotton M,Shirt,Cotton,M,Winter,0.22
PRD07722,SupplierD,LayoutB,Method2,30.0,Shorts Cotton L,Shorts,Cotton,L,Spring,0.26
PRD07721,SupplierA,LayoutB,Method3,28.0,Skirt Silk M,Skirt,Silk,M,Summer,0.22
PRD07720,SupplierD,LayoutD,Method1,10.0,Hoodie Polyester S,Hoodie,Polyester,S,Summer,0.7
PRD07719,SupplierE,LayoutD,Method2,11.0,Jacket Cotton S,Jacket,Cotton,S,Winter,0.76
PRD07718,SupplierA,LayoutC,Method1,24.0,Shorts Cotton XS,Shorts,Cotton,XS,Winter,0.32
PRD07717,SupplierB,LayoutB,Method2,29.0,Pants Cotton L,Pants,Cotton,L,Summer,0.36
PRD07716,SupplierC,LayoutB,Method1,28.0,Shorts Cotton S,Shorts,Cotton,S,Winter,0.32
PRD07715,SupplierC,LayoutB,Method1,34.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.2
PRD07714,SupplierE,LayoutC,Method1,10.0,Jacket Polyester M,Jacket,Polyester,M,Winter,0.63
PRD07713,SupplierD,LayoutA,Method3,34.0,Pants Silk S,Pants,Silk,S,Spring,0.21
PRD07712,SupplierA,LayoutC,Method3,17.0,Jacket Wool L,Jacket,Wool,L,Winter,0.97
PRD07711,SupplierA,LayoutB,Method1,20.0,Shirt Cotton L,Shirt,Cotton,L,Spring,0.2
PRD07736,SupplierA,LayoutD,Method1,17.0,Suit Polyester L,Suit,Polyester,L,Winter,0.88
PRD07735,SupplierF,LayoutA,Method3,34.0,Shirt Wool L,Shirt,Wool,L,Autumn,0.23
PRD07734,SupplierA,LayoutB,Method1,39.0,T-Shirt Polyester S,T-Shirt,Polyester,S,Summer,0.13
PRD07733,SupplierE,LayoutA,Method2,44.0,Shirt Cotton L,Shirt,Cotton,L,Autumn,0.19
PRD07732,SupplierG,LayoutB,Method2,42.0,Shirt Polyester M,Shirt,Polyester,M,Summer,0.16
PRD07731,SupplierA,LayoutC,Method2,32.0,Dress Polyester S,Dress,Polyester,S,Autumn,0.46
PRD07730,SupplierA,LayoutA,Method2,33.0,Skirt Polyester M,Skirt,Polyester,M,Autumn,0.23
PRD07729,SupplierA,LayoutA,Method1,24.0,Shorts Polyester XS,Shorts,Polyester,XS,Summer,0.23
PRD07728,SupplierB,LayoutC,Method1,16.0,Jacket Cotton XS,Jacket,Cotton,XS,Winter,0.55
PRD07727,SupplierA,LayoutB,Method1,28.0,Shirt Cotton M,Shirt,Cotton,M,Spring,0.2
PRD07726,SupplierD,LayoutB,Method2,22.0,Shirt Denim S,Shirt,Denim,S,Winter,0.25
PRD07725,SupplierB,LayoutC,Method3,30.0,Blouse Wool L,Blouse,Wool,L,Winter,0.32
PRD07745,SupplierH,LayoutB,Method2,18.0,Dress Cotton S,Dress,Cotton,S,Winter,0.51
PRD07744,SupplierA,LayoutB,Method2,30.0,Pants Linen L,Pants,Linen,L,Winter,0.43
PRD07743,SupplierE,LayoutC,Method3,12.0,Sweater Wool L,Sweater,Wool,L,Summer,0.89
PRD07742,SupplierD,LayoutA,Method1,31.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.2
PRD07741,SupplierF,LayoutC,Method1,32.0,Skirt Polyester XL,Skirt,Polyester,XL,Spring,0.26
PRD07740,SupplierB,LayoutB,Method2,31.0,Shirt Cotton S,Shirt,Cotton,S,Winter,0.21
PRD07739,SupplierB,LayoutE,Method1,8.0,Suit Cotton M,Suit,Cotton,M,Summer,1.09
PRD07738,SupplierC,LayoutB,Method2,23.0,Pants Polyester M,Pants,Polyester,M,Winter,0.29
PRD07737,SupplierA,LayoutC,Method3,33.0,Blouse Wool M,Blouse,Wool,M,Summer,0.31
PRD07756,SupplierB,LayoutC,Method2,10.0,Sweater Cotton XS,Sweater,Cotton,XS,Spring,0.61
PRD07755,SupplierA,LayoutB,Method2,33.0,Pants Cotton S,Pants,Cotton,S,Spring,0.36
PRD07754,SupplierD,LayoutC,Method2,16.0,Jacket Polyester XL,Jacket,Polyester,XL,Autumn,0.71
PRD07753,SupplierA,LayoutB,Method2,46.0,Shirt Polyester L,Shirt,Polyester,L,Autumn,0.18
PRD07752,SupplierC,LayoutE,Method1,9.0,Coat Cotton S,Coat,Cotton,S,Spring,1.58
PRD07751,SupplierF,LayoutA,Method3,30.0,Shirt Wool S,Shirt,Wool,S,Autumn,0.21
PRD07750,SupplierA,LayoutD,Method1,4.0,Suit Cotton M,Suit,Cotton,M,Winter,1.17
PRD07749,SupplierB,LayoutB,Method1,30.0,Pants Cotton L,Pants,Cotton,L,Winter,0.38
PRD07748,SupplierC,LayoutC,Method1,12.0,Sweater Cotton L,Sweater,Cotton,L,Winter,0.75
PRD07747,SupplierA,LayoutB,Method2,23.0,Shirt Denim S,Shirt,Denim,S,Spring,0.3
PRD07746,SupplierG,LayoutC,Method2,26.0,Skirt Cotton S,Skirt,Cotton,S,Winter,0.29
PRD07767,SupplierF,LayoutC,Method1,24.0,Pants Cotton M,Pants,Cotton,M,Winter,0.42
PRD07766,SupplierC,LayoutD,Method2,4.0,Suit Cotton L,Suit,Cotton,L,Spring,1.08
PRD07765,SupplierA,LayoutE,Method1,8.0,Suit Cotton L,Suit,Cotton,L,Winter,1.09
PRD07764,SupplierD,LayoutE,Method1,7.0,Coat Polyester S,Coat,Polyester,S,Autumn,1.18
PRD07763,SupplierA,LayoutD,Method1,3.0,Jacket Cotton M,Jacket,Cotton,M,Autumn,0.75
PRD07762,SupplierA,LayoutA,Method3,32.0,Shirt Linen M,Shirt,Linen,M,Summer,0.2
PRD07761,SupplierB,LayoutD,Method2,19.0,Suit Polyester L,Suit,Polyester,L,Autumn,0.68
PRD07760,SupplierG,LayoutB,Method2,31.0,Shirt Cotton M,Shirt,Cotton,M,Summer,0.21
PRD07759,SupplierB,LayoutA,Method1,24.0,Blouse Cotton L,Blouse,Cotton,L,Autumn,0.22
PRD07758,SupplierA,LayoutB,Method1,30.0,Blouse Polyester XS,Blouse,Polyester,XS,Winter,0.21
PRD07757,SupplierA,LayoutB,Method3,28.0,Pants Wool M,Pants,Wool,M,Summer,0.49
PRD07777,SupplierB,LayoutC,Method2,33.0,Pants Linen S,Pants,Linen,S,Autumn,0.39
PRD07776,SupplierB,LayoutC,Method3,34.0,Shirt Wool M,Shirt,Wool,M,Winter,0.25
PRD07775,SupplierA,LayoutB,Method2,15.0,Pants Denim M,Pants,Denim,M,Summer,0.55
